Entry,Index,NAME,a,b,c,alpha,gamma,beta,r_factor,calculated_density
HOMOLUMOCHON_final|POBWOT|210,211,POBWOT,12.9641,13.0908,15.3367,90.0,90.0,90.0,4.47,1.244
HOMOLUMOCHON_final|POGLAZ|211,212,POGLAZ,6.484,11.1766,26.1072,90.0,90.0,90.0,3.17,1.209
HOMOLUMOCHON_final|PUGLUZ|212,213,PUGLUZ,8.3088,11.2802,16.5187,90.0,90.0,90.0,3.48,1.366
HOMOLUMOCHON_final|PUJPIU|213,214,PUJPIU,12.7822,10.4802,16.5944,90.0,90.0,100.284,5.65,1.216
HOMOLUMOCHON_final|QOBREF|214,215,QOBREF,10.8412,11.538,17.6275,90.0,90.0,90.0,6.52,1.333
HOMOLUMOCHON_final|QONNIR|215,216,QONNIR,11.8682,14.8331,16.0432,90.0,90.0,101.75,4.28,1.277
HOMOLUMOCHON_final|QOXPEZ|216,217,QOXPEZ,8.7779,17.984,9.7162,90.0,90.0,113.755,3.89,1.553
HOMOLUMOCHON_final|RAPGEV|217,218,RAPGEV,14.9807,15.5273,9.4228,90.0,90.0,99.962,4.66,1.331
HOMOLUMOCHON_final|RAWXET|218,219,RAWXET,9.8358,18.6733,10.182,90.0,90.0,117.307,3.39,1.245
HOMOLUMOCHON_final|RAWXIX|219,220,RAWXIX,17.6093,6.419,22.173,90.0,90.0,100.713,3.73,1.269
HOMOLUMOCHON_final|RAYJAD|220,221,RAYJAD,11.563,5.5036,23.814,90.0,90.0,94.874,4.14,1.176
HOMOLUMOCHON_final|RERVUF01|221,222,RERVUF01,13.4663,6.294,13.6133,90.0,90.0,98.116,3.86,1.223
HOMOLUMOCHON_final|RERWEQ03|222,223,RERWEQ03,11.652,13.82,7.241,90.0,90.0,90.0,4.64,1.198
HOMOLUMOCHON_final|RICNAT|223,224,RICNAT,8.5883,9.9822,24.5153,90.0,90.0,98.491,7.49,1.184
HOMOLUMOCHON_final|RIVMAL|224,225,RIVMAL,9.614,12.224,10.342,90.0,90.0,115.658,5.23,1.335
HOMOLUMOCHON_final|ROHBOF01|225,226,ROHBOF01,5.961,15.134,23.569,90.0,90.0,90.0,3.33,1.226
HOMOLUMOCHON_final|RUFBAW|226,227,RUFBAW,6.2265,8.174,20.975,90.0,90.0,97.839,3.76,1.308
HOMOLUMOCHON_final|RUXROS|227,228,RUXROS,15.8478,7.8815,12.7434,90.0,90.0,94.878,4.9,1.317
HOMOLUMOCHON_final|SAFMUJ|228,229,SAFMUJ,7.4655,13.682,10.5348,90.0,90.0,109.38,4.11,1.291
HOMOLUMOCHON_final|SETPUD|229,230,SETPUD,10.8631,5.3684,24.661,90.0,90.0,97.833,3.35,1.33
HOMOLUMOCHON_final|SEVNOW01|230,231,SEVNOW01,10.589,7.7139,20.386,90.0,90.0,96.879,5.04,1.336
HOMOLUMOCHON_final|SIMLIK|231,232,SIMLIK,5.2254,9.5742,19.4882,90.0,90.0,95.512,4.99,1.199
HOMOLUMOCHON_final|SIQMUB|232,233,SIQMUB,16.1706,11.6952,12.5202,90.0,90.0,109.445,5.01,1.123
HOMOLUMOCHON_final|SIYWED|233,234,SIYWED,9.7718,10.0415,15.9519,90.0,90.0,94.532,4.4,1.24
HOMOLUMOCHON_final|SODQEJ|234,235,SODQEJ,9.0514,12.8065,12.889,98.181,103.624,107.151,4.59,1.265
HOMOLUMOCHON_final|SOLHAD|235,236,SOLHAD,4.2793,17.973,14.184,90.0,90.0,92.282,4.37,1.476
HOMOLUMOCHON_final|SUNTOL|236,237,SUNTOL,20.966,9.0322,9.2325,90.0,90.0,111.202,4.08,1.395
HOMOLUMOCHON_final|TAFNUL|237,238,TAFNUL,7.8211,14.9825,21.5278,90.0,90.0,94.026,5.89,1.213
HOMOLUMOCHON_final|TAFPIB|238,239,TAFPIB,8.6296,11.381,15.5193,104.522,96.09,102.416,5.38,1.253
HOMOLUMOCHON_final|TAFVUT|239,240,TAFVUT,15.327,8.234,15.76,90.0,90.0,110.45,5.31,1.189
HOMOLUMOCHON_final|TARPAF01|240,241,TARPAF01,3.7794,7.9683,27.9716,90.0,90.0,90.0,2.9,1.405
HOMOLUMOCHON_final|TISYUQ01|241,242,TISYUQ01,12.918,9.499,14.527,90.0,90.0,111.83,5.42,1.206
HOMOLUMOCHON_final|TURPIG|242,243,TURPIG,8.2625,14.3803,19.44,90.0,90.0,90.0,3.75,1.063
HOMOLUMOCHON_final|TUZNUY|243,244,TUZNUY,8.7176,10.561,17.692,90.0,90.0,104.079,5.56,1.238
HOMOLUMOCHON_final|UCOMEF|244,245,UCOMEF,11.5299,8.0975,10.8937,90.0,90.0,101.111,3.89,1.04
HOMOLUMOCHON_final|UFENID|245,246,UFENID,14.3727,7.722,14.4919,90.0,90.0,108.863,3.81,1.315
HOMOLUMOCHON_final|UKUHIS|246,247,UKUHIS,14.7979,6.5984,15.9867,90.0,90.0,112.802,3.41,1.239
HOMOLUMOCHON_final|ULEZER|247,248,ULEZER,11.558,9.9179,13.9268,90.0,90.0,105.707,4.9,1.19
HOMOLUMOCHON_final|UMAVEK|248,249,UMAVEK,5.4366,8.6026,27.3962,90.0,90.0,90.0,4.1,1.225
HOMOLUMOCHON_final|UNEXER|249,250,UNEXER,7.0142,18.5089,18.5309,90.0,90.0,90.0,3.14,1.459
HOMOLUMOCHON_final|UPOVAX|250,251,UPOVAX,8.058,13.038,12.641,90.0,90.0,101.883,5.06,1.223
HOMOLUMOCHON_final|UPUBIR|251,252,UPUBIR,14.4121,11.9728,16.772,90.0,90.0,105.608,3.89,1.305
HOMOLUMOCHON_final|UVAXAR|252,253,UVAXAR,8.0477,9.343,27.225,90.0,90.0,90.0,3.93,1.137
HOMOLUMOCHON_final|UWERAQ|253,254,UWERAQ,10.2718,9.1068,12.8312,90.0,90.0,110.61,3.82,1.282
HOMOLUMOCHON_final|UWUPUY|254,255,UWUPUY,8.8824,13.8829,14.8235,90.0,90.0,100.077,5.14,1.256
HOMOLUMOCHON_final|UXEMAM|255,256,UXEMAM,4.7581,15.0696,17.2139,90.0,90.0,92.198,3.59,1.343
HOMOLUMOCHON_final|UXEMIU|256,257,UXEMIU,16.4819,9.929,8.6259,90.0,90.0,104.658,3.91,1.281
HOMOLUMOCHON_final|UXENAN|257,258,UXENAN,11.4706,11.794,12.6623,77.574,64.532,84.342,5.23,1.22
HOMOLUMOCHON_final|UYIFUE|258,259,UYIFUE,27.199,6.8079,16.539,90.0,90.0,107.39,5.4,1.338
HOMOLUMOCHON_final|VAHHIX|259,260,VAHHIX,10.4497,14.8574,8.3947,90.0,90.0,95.922,3.65,1.211
HOMOLUMOCHON_final|VAHHUJ|260,261,VAHHUJ,7.1049,16.0471,11.3223,90.0,90.0,104.878,4.37,1.258
HOMOLUMOCHON_final|VAJVOT|261,262,VAJVOT,9.11,10.485,14.4,74.055,86.057,81.433,5.29,1.404
HOMOLUMOCHON_final|VECJET|262,263,VECJET,6.3333,10.7795,18.5111,90.0,90.0,90.0,4.85,1.19
HOMOLUMOCHON_final|VELKON|263,264,VELKON,20.1137,11.5719,10.0137,90.0,90.0,91.35,7.19,1.313
HOMOLUMOCHON_final|WADMEV|264,265,WADMEV,9.8493,10.0626,26.0488,90.0,90.0,90.0,4.19,1.391
HOMOLUMOCHON_final|WIYDOZ|265,266,WIYDOZ,8.4299,6.0698,19.0689,90.0,90.0,100.169,0.0,1.267
HOMOLUMOCHON_final|WUMKEV|266,267,WUMKEV,14.8208,8.8253,17.2132,90.0,90.0,93.234,3.93,1.26
HOMOLUMOCHON_final|WUSREI|267,268,WUSREI,10.0337,10.2181,13.8949,71.197,72.316,69.694,4.14,1.276
HOMOLUMOCHON_final|XEHMOM|268,269,XEHMOM,11.5972,12.2873,7.8877,90.0,90.0,90.021,7.45,1.313
HOMOLUMOCHON_final|XEMCAT|269,270,XEMCAT,8.1926,12.2982,11.3204,90.0,90.0,90.0,4.93,1.335
HOMOLUMOCHON_final|XEQXAT|270,271,XEQXAT,15.499,5.6548,18.885,90.0,90.0,99.143,5.78,1.343
HOMOLUMOCHON_final|XESMIS|271,272,XESMIS,7.4562,16.273,11.316,90.0,90.0,95.83,6.91,1.354
HOMOLUMOCHON_final|XESRUJ|272,273,XESRUJ,17.081,6.1806,18.749,90.0,90.0,104.029,5.58,1.233
HOMOLUMOCHON_final|XIVVEE|273,274,XIVVEE,8.2398,11.7664,17.0887,75.768,85.418,79.294,5.25,1.198
HOMOLUMOCHON_final|XUJZEJ|274,275,XUJZEJ,11.0531,8.0765,16.5262,90.0,90.0,103.323,0.0,1.436
HOMOLUMOCHON_final|XUQWOW|275,276,XUQWOW,12.2188,11.5364,12.5909,90.0,90.0,107.823,4.2,1.169
HOMOLUMOCHON_final|YAKCAO02|276,277,YAKCAO02,14.269,10.141,19.743,90.0,90.0,95.523,5.26,1.3
HOMOLUMOCHON_final|YAVFIL|277,278,YAVFIL,11.3748,15.1163,7.612,90.0,90.0,90.0,5.68,1.321
HOMOLUMOCHON_final|YEGPOQ|278,279,YEGPOQ,11.7506,7.5798,17.329,90.0,90.0,90.0,4.57,1.017
HOMOLUMOCHON_final|YEXMIY|279,280,YEXMIY,8.238,20.578,7.067,90.0,90.0,106.028,6.35,1.207
HOMOLUMOCHON_final|YINZUR|280,281,YINZUR,10.181,23.562,11.711,90.0,90.0,95.079,5.76,1.298
HOMOLUMOCHON_final|YORCUD|281,282,YORCUD,10.803,9.423,23.794,90.0,90.0,95.69,4.15,1.233
HOMOLUMOCHON_final|YUBCUU|282,283,YUBCUU,12.1774,8.3901,27.039,90.0,90.0,93.803,5.54,1.199
HOMOLUMOCHON_final|YUPYUE|283,284,YUPYUE,10.735,14.792,11.911,90.0,90.0,113.02,4.28,1.226
HOMOLUMOCHON_final|YUYPUD02|284,285,YUYPUD02,3.7578,11.886,14.558,90.0,90.0,91.988,3.2,1.31
HOMOLUMOCHON_final|YUZFAB|285,286,YUZFAB,7.1105,11.1252,15.5341,90.0,90.0,90.0,3.64,1.169
HOMOLUMOCHON_final|YUZFIJ|286,287,YUZFIJ,16.716,6.337,14.687,90.0,90.0,95.691,3.96,1.109
HOMOLUMOCHON_final|YUZFUV|287,288,YUZFUV,15.3186,11.2875,13.7255,90.0,90.0,113.464,3.37,1.161
HOMOLUMOCHON_final|ZBCNON01|288,289,ZBCNON01,21.1318,11.2357,6.0863,90.0,90.0,90.0,15.8,1.151
HOMOLUMOCHON_final|ZZZLKY01|289,290,ZZZLKY01,12.405,6.591,14.927,90.0,90.0,101.445,3.29,1.418
HOMOLUMOCHON_final|ACNAQU01|290,291,ACNAQU01,3.7818,7.832,26.872,90.0,90.0,90.0,3.8,1.52
HOMOLUMOCHON_final|AGILAE|291,292,AGILAE,18.7887,6.0634,10.4178,90.0,90.0,116.945,2.9,1.207
HOMOLUMOCHON_final|ANAHUT|292,293,ANAHUT,11.603,7.146,14.644,90.0,90.0,107.887,7.84,1.203
HOMOLUMOCHON_final|ANAJAB|293,294,ANAJAB,6.4711,10.6378,34.182,90.0,90.0,90.0,3.59,1.182
HOMOLUMOCHON_final|ANIYEC|294,295,ANIYEC,7.788,25.975,6.844,90.0,90.0,90.866,5.01,1.402
HOMOLUMOCHON_final|ANIZUT|295,296,ANIZUT,7.6558,17.7701,12.6438,90.0,90.0,97.1985,3.76,1.247
HOMOLUMOCHON_final|ANOBEL|296,297,ANOBEL,6.9024,9.0519,20.6141,87.7209,82.4091,82.2444,4.2,1.173
HOMOLUMOCHON_final|ANOBIP|297,298,ANOBIP,17.3689,6.3517,17.6297,90.0,90.0,113.1194,3.94,1.324
HOMOLUMOCHON_final|APEYUQ|298,299,APEYUQ,10.0676,11.4903,14.8644,90.0,90.0,94.465,4.11,1.303
HOMOLUMOCHON_final|APEZEB|299,300,APEZEB,10.1053,12.2909,16.9113,90.0,90.0,90.0,3.15,1.38
HOMOLUMOCHON_final|APOKIA|300,301,APOKIA,12.9108,10.5408,10.3022,90.0,90.0,94.016,2.99,1.284
HOMOLUMOCHON_final|APOXUZ|301,302,APOXUZ,9.6559,10.5285,10.6096,88.107,74.525,72.505,3.75,1.263
HOMOLUMOCHON_final|ASIWAB|302,303,ASIWAB,7.9478,24.1055,9.85,90.0,90.0,111.203,3.96,1.164
HOMOLUMOCHON_final|ASOSEH|303,304,ASOSEH,7.8387,8.2399,26.201,90.0,90.0,90.0,4.11,1.265
HOMOLUMOCHON_final|ATOXOW|304,305,ATOXOW,6.236,9.276,37.379,90.0,90.0,90.0,4.61,1.28
HOMOLUMOCHON_final|AVEREY|305,306,AVEREY,10.0974,11.8462,14.7527,81.11,71.103,72.622,9.09,1.276
HOMOLUMOCHON_final|AVERIC|306,307,AVERIC,9.8997,10.641,23.1043,92.122,110.764,97.799,4.93,1.265
HOMOLUMOCHON_final|AVIYAG|307,308,AVIYAG,8.2094,28.466,8.8206,90.0,90.0,109.406,4.54,1.341
HOMOLUMOCHON_final|AWUGUV|308,309,AWUGUV,9.3525,10.214,11.6913,67.271,69.419,76.119,3.87,1.271
HOMOLUMOCHON_final|AXEKOE|309,310,AXEKOE,8.6409,8.3846,32.749,90.0,90.0,103.137,4.67,1.381
HOMOLUMOCHON_final|AXIHIZ|310,311,AXIHIZ,9.4612,13.0067,14.8753,90.0,90.0,90.0,2.74,1.322
HOMOLUMOCHON_final|AXUDED|311,312,AXUDED,13.787,5.9735,16.925,90.0,90.0,90.0,3.79,1.298
HOMOLUMOCHON_final|AXUQEQ|312,313,AXUQEQ,11.445,11.1995,12.5179,90.0,90.0,93.984,4.24,1.155
HOMOLUMOCHON_final|AYASUP|313,314,AYASUP,8.7016,10.857,10.7101,90.0,90.0,93.961,4.95,1.397
HOMOLUMOCHON_final|AYOHEB|314,315,AYOHEB,14.027,6.124,17.047,90.0,90.0,90.0,3.72,1.199
HOMOLUMOCHON_final|AYOZUK|315,316,AYOZUK,4.2891,17.3341,20.5732,90.0,90.0,90.0,4.13,1.365
HOMOLUMOCHON_final|AYUCUT|316,317,AYUCUT,9.599,8.3294,14.7444,90.0,90.0,107.684,3.23,1.356
HOMOLUMOCHON_final|AZUPER|317,318,AZUPER,6.2718,19.0285,8.453,90.0,90.0,110.184,2.79,1.229
HOMOLUMOCHON_final|BASRUJ|318,319,BASRUJ,14.2227,15.1686,10.4154,90.0,90.0,110.716,6.98,1.417
HOMOLUMOCHON_final|BCBANN01|319,320,BCBANN01,9.048,12.6658,9.6516,90.0,90.0,94.344,1.05,1.411
HOMOLUMOCHON_final|BILWUP|320,321,BILWUP,10.869,13.738,16.386,90.0,90.0,90.0,4.41,1.391
HOMOLUMOCHON_final|BILXAW|321,322,BILXAW,8.047,11.777,24.28,90.0,90.0,90.0,3.5,1.358
HOMOLUMOCHON_final|BIVKAT|322,323,BIVKAT,8.2659,7.5217,14.001,90.0,90.0,89.534,6.82,1.177
HOMOLUMOCHON_final|BIXSEH|323,324,BIXSEH,7.5063,8.1013,30.554,90.0,90.0,90.0,5.6,1.289
HOMOLUMOCHON_final|BIZHIB02|324,325,BIZHIB02,8.1269,12.6888,13.6581,90.0,90.0,90.0,3.2,1.624
HOMOLUMOCHON_final|BOPSAA02|325,326,BOPSAA02,15.073,5.435,20.577,90.0,90.0,90.0,4.0,1.341
HOMOLUMOCHON_final|BUBXOM|326,327,BUBXOM,5.798,10.386,16.065,106.526,94.134,93.093,4.57,1.154
HOMOLUMOCHON_final|BUJYEL|327,328,BUJYEL,7.9546,10.5294,10.6138,90.0,90.0,90.0,2.75,1.466
HOMOLUMOCHON_final|BURPUA|328,329,BURPUA,10.124,10.856,11.705,90.0,90.0,92.958,7.54,1.206
HOMOLUMOCHON_final|BUXNOY|329,330,BUXNOY,15.93,8.2361,12.762,90.0,90.0,123.599,3.35,1.364
HOMOLUMOCHON_final|BUXQIV|330,331,BUXQIV,11.3291,7.2585,21.1753,90.0,90.0,98.403,3.24,1.32
HOMOLUMOCHON_final|CALYIY|331,332,CALYIY,9.128,7.602,13.409,90.0,90.0,97.455,4.17,1.291
HOMOLUMOCHON_final|CEDRAF|332,333,CEDRAF,12.546,8.101,13.39,90.0,90.0,115.67,5.3,1.42
HOMOLUMOCHON_final|CELKUA|333,334,CELKUA,6.3684,11.6102,22.743,90.0,90.0,90.0,3.5,1.313
HOMOLUMOCHON_final|CEVMEW|334,335,CEVMEW,12.4486,14.2194,6.414,90.0,90.0,98.968,3.92,1.399
HOMOLUMOCHON_final|CEZPON|335,336,CEZPON,7.952,22.9243,8.4014,90.0,90.0,90.348,3.95,1.138
HOMOLUMOCHON_final|CIBWEQ|336,337,CIBWEQ,5.709,7.647,34.415,90.0,90.0,90.0,4.02,1.443
HOMOLUMOCHON_final|CILZUS01|337,338,CILZUS01,7.7136,16.6352,18.5473,90.0,90.0,90.0,3.03,1.296
HOMOLUMOCHON_final|CISKOF|338,339,CISKOF,7.693,11.446,15.637,90.0,90.0,90.0,3.3,1.285
HOMOLUMOCHON_final|CITNIN03|339,340,CITNIN03,13.2552,7.2377,12.136,90.0,90.0,90.0,1.68,1.428
HOMOLUMOCHON_final|CIYDUK|340,341,CIYDUK,12.9818,9.8352,8.9683,90.0,90.0,90.586,8.43,1.255
HOMOLUMOCHON_final|CIYFAS|341,342,CIYFAS,8.292,16.943,8.169,90.0,90.0,93.057,5.83,1.254
HOMOLUMOCHON_final|CIZZIV|342,343,CIZZIV,7.375,9.684,12.503,110.14,103.43,90.36,3.98,1.221
HOMOLUMOCHON_final|COTJOL|343,344,COTJOL,5.7876,10.7688,36.03,90.0,90.0,94.449,4.3,1.378
HOMOLUMOCHON_final|COTJUR|344,345,COTJUR,15.7944,18.8202,8.1956,90.0,90.0,104.141,5.2,1.312
HOMOLUMOCHON_final|COUMAR11|345,346,COUMAR11,5.6091,7.7343,15.478,90.0,90.0,90.0,2.43,1.446
HOMOLUMOCHON_final|CUCVAY|346,347,CUCVAY,9.4946,13.1716,13.8124,90.0,90.0,90.0,3.87,1.271
HOMOLUMOCHON_final|CUCVAY01|347,348,CUCVAY01,9.4908,13.1684,13.8105,90.0,90.0,90.0,3.27,1.272
HOMOLUMOCHON_final|CUFSAY|348,349,CUFSAY,7.752,8.549,22.865,90.0,90.0,90.0,6.13,1.299
HOMOLUMOCHON_final|CUFYIL01|349,350,CUFYIL01,6.5429,10.6909,18.6873,90.0,90.0,90.0,4.01,1.323
HOMOLUMOCHON_final|CUKDUI|350,351,CUKDUI,9.147,11.1289,15.2605,90.0,90.0,100.231,3.82,1.34
HOMOLUMOCHON_final|CUMLEC|351,352,CUMLEC,10.2829,13.7839,13.8591,90.0,90.0,109.118,3.8,1.304
HOMOLUMOCHON_final|CUMLIG|352,353,CUMLIG,10.9193,12.83,13.3814,90.0,90.0,105.65,3.43,1.275
HOMOLUMOCHON_final|CUMLOM|353,354,CUMLOM,8.0045,13.2751,16.4708,90.0,90.0,92.417,3.15,1.316
HOMOLUMOCHON_final|CUMPIK|354,355,CUMPIK,27.851,4.6754,16.764,90.0,90.0,110.908,4.5,1.317
HOMOLUMOCHON_final|CUMPOQ|355,356,CUMPOQ,10.016,11.027,14.051,79.032,67.286,75.086,7.89,1.343
HOMOLUMOCHON_final|CUQJOO|356,357,CUQJOO,6.4867,20.609,7.8275,90.0,90.0,113.94,4.16,1.28
HOMOLUMOCHON_final|DAFKUR|357,358,DAFKUR,15.139,6.4997,16.698,90.0,90.0,94.693,4.18,1.291
HOMOLUMOCHON_final|DAFLIH|358,359,DAFLIH,7.6685,11.5515,12.671,114.383,98.151,102.927,4.35,1.328
HOMOLUMOCHON_final|DAGNEG|359,360,DAGNEG,11.433,5.8621,24.351,90.0,90.0,94.84,6.24,1.276
HOMOLUMOCHON_final|DALLAD|360,361,DALLAD,9.962,11.321,13.072,90.0,90.0,90.0,3.1,1.353
HOMOLUMOCHON_final|DAYFAL|361,362,DAYFAL,14.6984,5.0061,21.1204,90.0,90.0,96.5502,3.21,1.533
HOMOLUMOCHON_final|DAZWEH|362,363,DAZWEH,11.155,13.087,12.476,90.0,90.0,90.0,3.49,1.322
HOMOLUMOCHON_final|DAZWIL|363,364,DAZWIL,6.899,11.322,22.828,90.0,90.0,90.0,4.03,1.291
HOMOLUMOCHON_final|DEDNEF01|364,365,DEDNEF01,5.9053,13.5525,16.3577,90.0,90.0,90.0,1.3,1.463
HOMOLUMOCHON_final|DEFZIY01|365,366,DEFZIY01,13.5188,7.8075,14.9709,90.0,90.0,109.797,4.39,1.333
HOMOLUMOCHON_final|DEKYEX01|366,367,DEKYEX01,6.7999,11.638,18.583,90.0,90.0,90.0,9.54,1.546
HOMOLUMOCHON_final|DELCUT|367,368,DELCUT,10.592,6.912,15.076,90.0,90.0,94.25,4.12,1.377
HOMOLUMOCHON_final|DENSOL01|368,369,DENSOL01,13.8003,5.3872,18.838,90.0,90.0,90.0,1.88,1.263
HOMOLUMOCHON_final|DEVCOW03|369,370,DEVCOW03,8.3929,11.9975,12.8189,90.0,90.0,101.517,4.43,1.356
HOMOLUMOCHON_final|DEVQIF|370,371,DEVQIF,6.6268,11.6519,13.942,90.0,90.0,90.0,3.43,1.125
HOMOLUMOCHON_final|DEZTAE|371,372,DEZTAE,9.274,11.685,10.993,90.0,90.0,111.6,3.15,1.129
HOMOLUMOCHON_final|DHNAPH17|372,373,DHNAPH17,7.664,7.304,15.16,90.0,90.0,114.6,3.5,1.637
HOMOLUMOCHON_final|DIDMUZ|373,374,DIDMUZ,17.6107,8.7374,13.5527,90.0,90.0,120.615,4.24,1.297
HOMOLUMOCHON_final|DIDNAG|374,375,DIDNAG,13.1978,8.2816,15.7125,90.0,90.0,96.601,4.31,1.356
HOMOLUMOCHON_final|DIDNIO|375,376,DIDNIO,9.9015,11.0754,14.8755,110.807,95.284,98.424,4.74,1.29
HOMOLUMOCHON_final|DIGRER|376,377,DIGRER,11.0197,5.7705,16.742,90.0,90.0,105.061,5.13,1.132
HOMOLUMOCHON_final|DISLOH|377,378,DISLOH,11.5936,11.6506,17.2247,73.0552,77.6072,75.3562,5.26,1.25
HOMOLUMOCHON_final|DIWHUN|378,379,DIWHUN,15.6634,5.5531,17.6928,90.0,90.0,116.315,5.9,1.08
HOMOLUMOCHON_final|DIXRIL01|379,380,DIXRIL01,13.689,8.3921,14.933,90.0,90.0,115.82,5.49,1.369
HOMOLUMOCHON_final|DOSCEU|380,381,DOSCEU,14.1767,29.5845,5.5128,90.0,90.0,90.0,3.37,1.254
HOMOLUMOCHON_final|DOSDOF|381,382,DOSDOF,6.5256,10.4668,20.1731,90.0,90.0,90.0,3.91,1.188
HOMOLUMOCHON_final|DOSDUL|382,383,DOSDUL,10.4888,12.241,12.347,90.0,90.0,90.0,3.65,1.233
HOMOLUMOCHON_final|DOVDUO|383,384,DOVDUO,4.7172,14.805,19.787,90.0,90.0,93.81,4.32,1.36
HOMOLUMOCHON_final|DOXANN01|384,385,DOXANN01,15.549,10.768,7.659,90.0,90.0,93.119,5.28,1.33
HOMOLUMOCHON_final|DOYLIN|385,386,DOYLIN,8.868,7.529,23.243,90.0,90.0,97.091,6.41,1.356
HOMOLUMOCHON_final|DUBQAT|386,387,DUBQAT,6.1208,9.984,17.437,90.0,90.0,90.0,2.93,1.472
HOMOLUMOCHON_final|DUGZIP|387,388,DUGZIP,10.605,10.783,19.199,90.0,90.0,94.543,3.8,1.337
HOMOLUMOCHON_final|DUMTIP|388,389,DUMTIP,9.759,6.6712,14.927,90.0,90.0,90.002,2.77,1.396
HOMOLUMOCHON_final|DUNCIZ|389,390,DUNCIZ,21.581,6.111,14.08,90.0,90.0,99.129,3.85,1.328
HOMOLUMOCHON_final|DUNJAY|390,391,DUNJAY,10.295,13.696,15.802,90.0,90.0,90.0,2.98,1.343
HOMOLUMOCHON_final|DUSGAA|391,392,DUSGAA,5.792,15.766,20.031,90.0,90.0,98.531,4.83,1.279
HOMOLUMOCHON_final|DUSHOP|392,393,DUSHOP,22.692,5.546,13.7099,90.0,90.0,90.0,3.49,1.272
HOMOLUMOCHON_final|DUSJOR|393,394,DUSJOR,8.7174,11.7401,23.1106,90.0,90.0,90.0,3.82,1.321
HOMOLUMOCHON_final|DUSLEJ|394,395,DUSLEJ,11.0047,12.9686,15.4371,90.0,90.0,90.0,3.15,1.286
HOMOLUMOCHON_final|DUTFOO|395,396,DUTFOO,6.967,11.47,20.891,90.0,90.0,90.0,6.27,1.179
HOMOLUMOCHON_final|DUTJIM|396,397,DUTJIM,11.6236,8.0871,12.4193,90.0,90.0,98.194,3.06,1.26
HOMOLUMOCHON_final|DUVCON|397,398,DUVCON,6.7367,12.7818,19.3472,90.0,90.0,90.0,2.7,1.206
HOMOLUMOCHON_final|DUYYUS|398,399,DUYYUS,6.47,15.272,15.553,90.0,90.0,90.929,7.39,1.212
HOMOLUMOCHON_final|DUZSOH|399,400,DUZSOH,10.215,20.811,8.8413,95.05,96.916,92.498,4.16,1.279
HOMOLUMOCHON_final|EBOVUN|400,401,EBOVUN,7.2434,9.2195,14.2172,90.0,90.0,90.0,3.45,1.359
HOMOLUMOCHON_final|EBOWAU|401,402,EBOWAU,7.4695,12.5507,18.201,90.0,90.0,90.0,3.28,1.372
HOMOLUMOCHON_final|EDEVIT|402,403,EDEVIT,7.2306,14.1058,19.403,90.0,90.0,90.0,3.68,1.317
HOMOLUMOCHON_final|EFEJEF|403,404,EFEJEF,13.7982,9.9351,10.1855,90.0,90.0,92.855,6.76,1.23
HOMOLUMOCHON_final|EFEQUC|404,405,EFEQUC,7.7663,17.8875,11.1165,90.0,90.0,94.633,3.84,1.391
HOMOLUMOCHON_final|EGONOE|405,406,EGONOE,8.148,13.5014,13.9138,90.0,90.0,90.0,3.57,1.451
HOMOLUMOCHON_final|EHIPOB|406,407,EHIPOB,16.7347,8.7664,17.2571,90.0,90.0,117.845,4.75,1.206
HOMOLUMOCHON_final|EJEVOE|407,408,EJEVOE,12.326,18.573,7.4961,90.0,90.0,114.36,3.87,1.242
HOMOLUMOCHON_final|EMACEB|408,409,EMACEB,6.843,10.1285,17.0834,90.0,90.0,90.0,3.93,1.168
HOMOLUMOCHON_final|EMOBIS|409,410,EMOBIS,4.7615,11.9406,21.373,90.0,90.0,93.296,4.48,1.349
HOMOLUMOCHON_final|EMUPAE|410,411,EMUPAE,7.3702,9.1248,14.0403,90.0,90.0,90.0,1.44,1.605
HOMOLUMOCHON_final|EMUPEI|411,412,EMUPEI,7.1112,12.1818,12.5062,90.0,90.0,90.0,2.08,1.485
HOMOLUMOCHON_final|EMUPIM|412,413,EMUPIM,11.0204,8.2388,12.1197,90.0,90.0,90.0,2.35,1.414
HOMOLUMOCHON_final|EPASEU|413,414,EPASEU,8.6726,10.067,12.4691,113.0,93.022,101.746,3.83,1.377
HOMOLUMOCHON_final|EPAXEZ|414,415,EPAXEZ,12.8081,7.0384,12.8904,90.0,90.0,105.828,3.55,1.273
HOMOLUMOCHON_final|ERIWIM|415,416,ERIWIM,6.6343,35.7706,8.1537,90.0,90.0,121.879,4.79,1.336
HOMOLUMOCHON_final|EROTUB|416,417,EROTUB,8.7733,15.2246,14.6646,90.0,90.0,116.891,4.8,1.347
HOMOLUMOCHON_final|ESIHUK|417,418,ESIHUK,35.4689,3.7801,18.0867,90.0,90.0,110.5201,3.92,1.487
HOMOLUMOCHON_final|ESOTOW|418,419,ESOTOW,15.6783,7.9574,17.7412,90.0,90.0,100.577,3.21,1.29
HOMOLUMOCHON_final|ESTILO03|419,420,ESTILO03,14.8194,5.1476,18.9153,90.0,90.0,90.0,1.8,1.235
HOMOLUMOCHON_final|ESTRON14|420,421,ESTRON14,7.7358,9.9137,18.3572,90.0,90.0,90.0,1.7,1.276
HOMOLUMOCHON_final|ESUHEG|421,422,ESUHEG,11.097,12.295,10.848,90.0,90.0,94.158,4.81,1.235
