REFCODE,CC,CH,CCl,CO,CS,CBr,CN,HBr,HH,HO,HS,HCl,HN,OCl,OO,OS,BrO,ON,NN,ClCl,NS,SS,NCl,SCl,ClBr,SBr,NBr,BrBr,FF,FO,FC,FH,FS,FCl,FN,FBr,II,BrI,ClI,FI,SI,OI,NI,CI,HI,BAND GAP
GEHSES,6.8,14,0,8.7,0,0,0.1,0,9.8,23.5,0,0,2.8,0,1.2,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,10.4,0,2.6,18.4,1.265
HEJQUK,13.4,16,0,4,0,0,2.5,0,25.6,0.4,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,3.2,18.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2.308
HEJRAR,13.8,17.2,0,3,0,0,3,0,25.6,0.8,0,0,9.8,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0,1.5,1.8,1.1,20.7,0,0,1.2,0,0,0,0,0,0,0,0,0,0,2.106
HEJRIZ,8.5,33.7,0,0,0,0,0,0,32.2,4.1,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.6,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.901
HEJRUL,9.3,20.5,0,2.5,0,0,0,0,20.6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,3.1,5.4,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.763
HEZKEE,4.4,39.3,0,0,0,0,0,0,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564
HIGLAL,7.3,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,8.5,23.5,0,0,0,0,0,0.2,0,0,21.7,0,0,0,7.1,0,1.291
HIXNEJ,14.8,7.9,0.2,6.4,0,0,0,0,14.8,28.6,0,17.5,0,6.5,1.8,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.464
HOFDUD,13.3,6.7,0,5.6,0,0,0,0,8.6,15.4,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,19.2,0,1.2,23.2,2.325
HOFHER,4.5,10.3,1.5,16,0,0,1.9,0,3.9,28.3,0,12.3,0.1,7,10.7,0,0,1.8,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765
HOJFOD,0,17.9,0,0,0,0,0,0,52.9,12.6,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.005
HOKKIC,9.8,14.4,0,3.8,0,0,2,0,20,29.9,0,0,0.1,0,0.6,0,0,0.5,0.4,0,0,0,0,0,0,0,0,0,0.8,1.6,0.3,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
HOKKOI,2.8,12.5,0,10.3,0,0,0.2,0,16.8,23.1,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1.8,9.5,18.9,0,0,0.4,0,0,0,0,0,0,0,0,0,0,1.97
HOKKUO,6.9,16.2,0,2.8,0,0,1.6,0,9.7,23.2,0,0,0,0,2.8,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,4,3.1,4.9,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.035
HOKLAV,5.7,12.5,0,6.3,0,0,0,0,4.7,16.9,0,0,1.1,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,10,3.9,33.8,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2.306
HOKLOJ,9.3,13,0,4.7,0,0,1.2,0,21.7,21.1,0,0,0.4,0,0.6,0,0,0.5,0,0,0,0,0,0,0,0,0,0,4.7,1.8,7.5,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.514
HOKLUP,10,17.2,0,4,0,0,0.1,0,9.2,18.1,0,0,1.1,0,1,0,0,0.4,0,0,0,0,0,0,0,0,0,0,4.4,3.4,3.7,27.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,2.69
HOKMAW,9.8,10.6,0,4,0,0,0.1,0,2.9,10.2,0,0,1.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,10.7,9.3,26,0,0,0.1,0,0,0,0,0,0,0,0,0,0,2.729
HOKMEA,6.5,6,0,7.8,0,0,1.9,0,9,12.8,0,0,0.4,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2,0,14.9,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.407
HUGQOQ,9.1,10.5,3.6,3.2,0,0,0,0,14.4,18.2,0,21.7,0,0.5,0,0,0,0,0,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
HUGSAE,6.6,14.5,2.4,0,0,2.3,0,23.7,18.5,0,0,21.1,4.5,0,0,0,0,0,0,1.1,0,0,0.1,0,3.5,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.188
HUWCUZ,2,17.8,0,0.3,0,0,0,0,30.7,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,3.9,0,1.4,14,1.857
IDUCUG,3.9,0.6,20.8,0,0,0,0,0,1.5,0,0,39.8,0,0,0,0,0,0,0,33.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.422
IFILUG,2.7,22.5,0,0.2,0,6.1,0,28.1,28.9,6.6,0,0,3.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.685
INOKAY,7.9,4,0,0,0,0,0,0,0.7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9,5.9,22.7,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.277
IPOJUT,17.5,8.2,1,2.4,0,0,0,0,11.2,31.6,0,20.6,0,3.2,3.6,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.534
ISAXUV01,6.6,4.3,0,4.1,0,0,4,0,16.2,53.8,0,0,1.5,0,6,0,0,3.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.212
JALKOX,12.3,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,14,13,0,0,0,0,3.4,0,0,0,0,0,0,5.3,11.4,2.514
JALKUD,10.3,8.4,0,0,0,4.8,0,11.3,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,22.3,0,17.2,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.598
JALLAK,15,8.3,0.6,0,0,0,0,0,6.1,0,0,4.5,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,11.8,0,11.8,28.5,0,12.7,0,0,0,0,0,0,0,0,0,0,0,2.582
JALLIS,13.1,7.4,0,0,0,6.5,0,7.9,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,11.8,28.2,0,0,0,6,0,0,0,0,0,0,0,0,0,2.517
JEQRON,1.1,23.9,0,0.1,0,1.7,4.4,13.9,42.3,1.8,0,0,8.3,0,0,0,0,2.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.864
JEQVUX01,1.9,18.8,9.2,0.2,0,0,0,0,32.6,10.3,0,26.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.978
JEYHOL,4.4,20.4,0,0,3.9,0,0.2,0,31.8,0,26.9,0,3.2,0,0,0,0,0,0,0,5.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93
JIMTUV,1.9,6.9,0,0,0,4.3,0,26.5,17.4,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,4.4,25.1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,2.712
JOGMUO01,21.4,12.1,0,0,0,7.8,0,32,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.289
JOGVUY,6,20.9,0,0,0,1.3,0,20.6,31.7,16.3,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.249
JONQAG,2.4,20.2,0,2.4,0,0,0,0,25.6,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3.9,0,3.4,19,3.016
JOZXIH,6.3,22.4,1.6,3.1,0,0,1.4,0,22.9,2.7,0,12.6,11.9,0.7,0,0,0,0,0.3,0.4,0,0,0.3,0,0,0,0,0,0,0,0.7,12,0,0.1,0.4,0,0,0,0,0,0,0,0,0,0,2.435
KANYUU01,4.6,47,0,0,0,0,0.8,0,46,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.402
KETVOW,4,0,0,0,2.7,7.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,2.2,1.7,3.2,23.2,0,18.2,0,14.8,0,8.7,12.9,0,0,0,0,0,0,0,0,0,2.201
KUZFAN,8.7,19.3,0,0,0,0,0,0,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,12.4,29.2,1.908
LABRIQ,0,0,0,19,0,0,0,0,2.4,8,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,14.1,21.9,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.141
LAHBEC,18.7,1.7,0,0,0,0,9,0,2.1,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,24.5,0,8.4,33.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,2.076
LAHBUS,13.3,11.1,0,0,0,0,6.7,0,12.7,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,11.8,0,6.9,35.4,0,0,0.3,0,0,0,0,0,0,0,0,0,0,2.523
LEJDAH,13.7,9.8,3.9,4.1,0,0,0,0,23.5,26.8,0,17.5,0,0.5,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.514
LOFWOU,6.6,20,0,0,0,0,1.7,0,18.6,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,1.5,32.8,0,0,1.4,0,0,0,0,0,0,0,0,0,0,2.812
LURNER,15.4,32.7,0,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,10.1,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.805
LUXLEW,2.4,22.1,0,0.5,0,2.1,0,18.9,31.3,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.275
LUXPUQ,9.8,28.2,14.4,0,0,0,0,0,3.3,0,0,35.8,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
MAJJOX,12,13.9,0,0,4.9,0,0,0,31.8,0,33.4,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65
MAKQIZ,18.9,3.3,0,0,2.3,0,0,0,9.2,0,7.8,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,5.8,0,9,29.1,12.9,0,0,0,0,0,0,0,0,0,0,0,0,2.719
MAKQUL,10.5,32.3,0,0,0.8,0,0,0,32.7,0,21.6,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.638
MAKRAS,19.4,8.3,0,0,0,0,0,0,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,13.1,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.922
MANBEK,6.3,11.1,0,0.3,0,3.2,3.8,37.9,15.2,8,0,0,8.9,0,0,0,2,0,0,0,0,0,0,0,0,0,0.3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678
MAYJEC,6.1,18.2,0,0,0,0,6.7,0,12.2,0,3,0,4.4,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,7.2,0,2.2,31.2,8.5,0,0,0,0,0,0,0,0,0,0,0,0,1.612
MCBZAC02,11,8.4,3,2.8,0,0,0,0,21.2,25.3,0,24.3,0,1.7,0.6,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16
MEBBOL01,2.2,4.4,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1,0,10.6,41.5,0,0,0,0,,0,0,0,0,0,0,0,0,3.959
MEKKET,15.5,7.7,5,4.8,0,0,0,0,8.4,24.3,0,18.2,0,0,0.9,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.856
MEKLOE,11.7,19,2.3,4.7,0,0,0,0,13,25.3,0,19.6,0,0,1.2,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.704
MEKNEW,11.3,18.8,0,5.2,0,3.2,0,18,15.4,21.7,0,0,0,0,0.9,0,4.8,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.615
MELCOW,1.4,27.7,3.6,0,0,0,1.9,0,40.9,0,0,14.9,8.8,0,0,0,0,0,0.6,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98
MESBUI,9.4,5,0,3.7,0,0,2.5,0,11.4,39.3,0,0,0.5,0,3.5,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,8.1,3.6,11.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2.234
MIFXEE,11,5.2,0,0,0,3.3,5.1,10.3,1.6,0,0,0,11.5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,13.1,14.8,0,0,4,11,0,0,0,8.9,0,0,0,0,0,0,0,0,0,3.243
MIKGOD,20.4,8,0,0,0,0,0,0,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,5.5,44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.956
MINHOI,5.5,28.6,0,0,0,0,0.1,0,27.6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,5.6,14.6,0,0,2.2,0,0,0,0,0,0,0,0,0,0,3.004
MIVRUE,9.7,33.1,0,0,0,0,6.1,0,46.4,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.268
MIXYEY,4.1,8.3,11.6,6.9,0,0,0,0,9,19,0,28.3,0,3.5,1.2,0,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295
MIZCOP,1.8,40.5,6,0,0,0,0.2,0,21.1,0,0,22.6,4,0,0,0,0,0,0,2.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.303
MOCTIH01,14,11.6,0,1.8,3.7,0,0,0,33.9,21.2,12.3,0,0,0,0,0.1,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.648
MOGROR,15.6,15,0,0.7,0,0,2,0,16.6,20.4,0,0,0.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,2.4,23.1,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0.951
MOGSAE,16,12,0,0.8,0,0,1.8,0,16.7,19.7,0,0,3.1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,4.6,23.4,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.837
MOGSEI,10.8,15.6,4.5,4,0,0,2,0,16.9,14,0,24,2.1,0,1.9,0,0,0,0.5,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906
MOGSIM,10.4,9.8,0,4.5,0,0,1.6,0,12.5,15,0,0,2.3,0,1.6,0,0,0,0.7,0,0,0,0,0,0,0,0,0,16.2,0,12.3,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937
MOSXUO,12.2,8.6,5.4,0.6,0,0,2.3,0,16.3,8.4,0,28.4,5.4,0.3,0.1,0,0,0.9,0.1,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MUVBUC,7.7,8.2,0,0,0,0,8.1,0,48.7,0,19.2,0,8,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MUYMEA,9.8,12.4,0,0,0,0,2.8,0,10.3,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,14.7,35.1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,
MUYMIE,7.3,17.6,0,0,0,0,1.9,0,11.7,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,16.8,26.8,0,0,0.9,0,0,0,0,0,0,0,0,0,0,
MUYMOK,3.9,20.9,0,0,0,0,3.4,0,11.4,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,19.3,25.4,0,0,1.7,0,0,0,0,0,0,0,0,0,0,
NAMRID,3.2,39.5,0,0,0,2.6,2.8,13.2,34.7,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCILAP,4.9,5.8,0,0,0,4.3,3.4,11.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,5.8,0,13.3,33,0,0,2.9,4.7,0,0,0,0,0,0,0,0,0,
ODUSEM,5.2,1.2,0,7.8,0,0,0,0,2.4,16.3,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,21.5,15.5,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,
OFNAPH08 (1 OF 2),3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,0,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OFNAPH08 (2 OF 2),2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.3,0,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OGEQIB02,4.8,16,0,0,0,0,1.7,0,60.1,0,0,0,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OHIXEI,8.7,11.8,6.5,2.8,4.5,0,2.4,0,12.8,15.4,6.9,21.9,1,0,0,0,0,1,0,1.1,0,0.4,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OHIXUY,17.7,15.4,0,2.1,0,0,9.2,0,34,13.7,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OKANUK,0.6,53.7,0,0,0,2.1,0,21.7,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OMOKIK,10.1,5.6,0,5.1,0,0,0,0,3.3,41,0,0,0,0,4.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,13.3,4.1,2.2,10.6,
NECMUD01,5.1,44.4,0,0,0,0,0,0,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,4.3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,
NECNAK,11.4,31.1,2.2,0,0,0,0,0,27.3,0,0,25.8,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NEGBUY,15.5,21.6,0,0,0,0,0,0,33.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1.9,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,
NIZVAU,12.4,9.9,0,4.1,0,0,1.8,0,7,39.8,0,0,1.8,0,1.2,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.3,3.6,0.7,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOVDEJ,6.2,20.9,0,0.7,0,0,0.2,0,34.5,10.9,0,0,1.8,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,23.7,
NUDXAM,13.5,12.9,0,2.1,3.7,0,0,0,24.1,8.8,3.7,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,6.2,18.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,
NUHDIF,11,24.9,0,0,0,0,3,0,28.4,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,4.9,13.1,
NUHDUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUHFAZ,10.8,27.7,0,0,0,4.3,2.5,12.5,26.8,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NURVON,4.4,21.8,0,0,0,0,0,0,37.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0.2,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,
NUVDOZ,1.3,13.2,0,6.6,0,8.3,0,13.4,28.3,28.8,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OXEMAG,18.4,7.6,0,0,0,1.2,3.6,1.9,3.6,0,0,0,2.4,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0.1,2,3.7,0,7,29,0,0,3.6,14.7,0,0,0,0,0,0,0,0,0,
OXEMIO (1 OF 2),19.7,18,0,0,0,0,3.7,0,15,0,0,0,12.6,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1.9,0,0.4,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,
OXEMIO (2 OF 2),15,23.2,0,0,0,0,3.3,0,17.7,0,0,0,11.6,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.2,0,0.1,28.8,0,0,0.1,0,0,0,0,0,0,0,0,0,0,
OXIYIE,0.3,28.9,0,0,0,9.6,0,40.2,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OXIZAX,0.1,32.7,0,0,0,9.3,0,17.7,37.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PALFUE,2.7,11.8,1,0,0,0,0.1,0,44.9,0,0,19.1,20,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PAMCIR,17.5,11.5,0,1.9,0,1.2,0,7.4,39.6,14.1,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PASKUR,1.7,0,0,0,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,21.1,0,15.8,0,0,0,0,40.9,0,0,0,0,0,0,0,0,0,
PEBKIS,11.6,10.2,3.6,3.9,0,0,2.4,0,11.4,20.3,0,23.7,0.8,0,0.5,0,0,0.6,0.2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PEQVEO,6.6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,0,15.2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,
PEQWEP,10.1,6.1,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,13.1,37.3,0,0,0,0,0,0,0,0,0,0,0,0,0,
PETGIG,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9,0,20.1,0,0,0,0,0,7.1,0,0,16,0,0,0,10.8,0,
PEYDEE,11.3,12.7,0,0,0,0,7.7,0,5.2,0,0,0,16.6,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,10.1,0,3.3,24.7,0,0,7.9,0,0,0,0,0,0,0,0,0,0,
PFBZAC01,3.6,0.3,0,2.9,0,0,0,0,0.7,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7,20.4,25.9,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,
PFBZAD01,10.3,11.4,0,4,0,0,0,0,22.4,24.5,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,1.7,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,
PFBZAD15,10.3,11.6,0,4.1,0,0,0,0,22.5,24.5,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,1.5,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,
PFTENT02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFTENT11,0.1,0,0,0,0,0,22.1,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,18,0,27.6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,
PFTENT21,0.1,0,0,0,0,0,22.1,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,18,0,27.6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,
